Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
217,NMDC Limited FPO (NMDC FPO) Detail,"Mar 10, 2010","Mar 12, 2010",1,300,350,20,"BSE, NSE","332,243,200 Eq Shares of ₹1 (aggregating up to ₹9,930.45 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 30, 2010",Tuesday,2010,526371,NMDC,A,INE584A01023,2.28,0.22,0.22,1.25,KFintech Private Limited,NaN,NaN,286.50,286.00,300.40,294.50,10662206,NaN,NaN,NaN,NaN,NaN,286.00,286.00,300.30,294.65,4223476,NaN,NaN,NaN,NaN,NaN
218,DQ Entertainment (International) Ltd ,"Mar 8, 2010","Mar 10, 2010",10,75,80,80,BSE,"16,048,011 Eq Shares of ₹10 (aggregating up to ₹128.16 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 29, 2010",Monday,2010,533176,DQE,B,INE656K01010,93.86,272.88,19.45,86.33,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.00,106.55,140.00,108.55,39945184,NaN,NaN,NaN,NaN,NaN
219,Pradip Overseas Limited ,"Mar 11, 2010","Mar 15, 2010",10,100,110,60,"BSE, NSE","10,600,000 Eq Shares of ₹10 (aggregating up to ₹116.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 5, 2010",Monday,2010,533178,PRADIP,B,INE495J01015,8.57,45.35,10.53,14.08,Link Intime India Private Ltd,NaN,NaN,115.00,102.15,122.70,107.05,25022685,NaN,NaN,NaN,NaN,NaN,120.00,102.30,123.00,107.15,19535485,NaN,NaN,NaN,NaN,NaN
220,IL&FS Transportation Networks Ltd ,"Mar 11, 2010","Mar 15, 2010",10,242,258,25,"BSE, NSE","27,131,782 Eq Shares of ₹10 (aggregating up to ₹700.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 30, 2010",Tuesday,2010,533177,IL&FSTRANS,B,INE975G01012,52.61,39.39,4.56,33.42,Link Intime India Private Ltd,NaN,NaN,266.60,266.60,299.00,274.65,26516883,NaN,NaN,NaN,NaN,NaN,287.00,270.10,295.00,273.75,16515653,NaN,NaN,NaN,NaN,NaN
221,Persistent Systems Limited ,"Mar 17, 2010","Mar 19, 2010",10,290,310,20,"BSE, NSE","5,419,706 Eq Shares of ₹10 (aggregating up to ₹168.01 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, April 6, 2010",Tuesday,2010,533179,PERSISTENT,B,INE262H01013,144.43,107.73,21.69,93.60,Link Intime India Private Ltd,NaN,NaN,361.60,361.60,447.30,406.35,14945321,NaN,NaN,NaN,NaN,NaN,400.00,386.00,448.00,408.00,9230459,NaN,NaN,NaN,NaN,NaN
222,Shree Ganesh Jewellery House Ltd ,"Mar 19, 2010","Mar 23, 2010",10,260,270,25,"BSE, NSE","14,269,831 Eq Shares of ₹10 (aggregating up to ₹371.02 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 9, 2010",Friday,2010,533180,SGJHL,B,INE553K01019,1.38,6.13,1.39,1.96,Link Intime India Private Ltd,NaN,NaN,250.00,161.75,250.00,164.55,30334125,NaN,NaN,NaN,NaN,NaN,258.85,160.65,258.85,163.25,27489468,NaN,NaN,NaN,NaN,NaN
223,Intrasoft Technologies Limited ,"Mar 23, 2010","Mar 26, 2010",10,137,145,40,BSE,"3,700,000 Eq Shares of ₹10 (aggregating up to ₹53.65 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 12, 2010",Monday,2010,533181,ISFT,B,INE566K01011,21.97,21.60,13.51,18.95,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.00,123.30,167.15,159.35,16800481,NaN,NaN,NaN,NaN,NaN
224,Goenka Diamond & Jewels Ltd ,"Mar 23, 2010","Mar 26, 2010",10,135,145,40,"BSE, NSE","9,371,000 Eq Shares of ₹10 (aggregating up to ₹126.51 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 16, 2010",Friday,2010,533189,GOENKA,B,INE516K01024,0.78,3.00,0.66,1.07,KFintech Private Limited,NaN,NaN,124.00,92.20,141.00,127.60,36830619,NaN,NaN,NaN,NaN,NaN,130.00,92.35,141.35,127.85,30335597,NaN,NaN,NaN,NaN,NaN
225,Talwalkars Better value Fitness Ltd ,"Apr 21, 2010","Apr 23, 2010",10,123,128,50,"BSE, NSE","6,050,000 Eq Shares of ₹10 (aggregating up to ₹77.44 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, May 10, 2010",Monday,2010,533200,TALWALKARS,B,INE502K01016,35.43,51.48,8.43,28.39,Link Intime India Private Ltd,NaN,NaN,147.95,132.00,168.90,163.15,26029779,NaN,NaN,NaN,NaN,NaN,138.00,132.00,167.70,162.60,18483490,NaN,NaN,NaN,NaN,NaN
226,Tarapur Transformers Limited ,"Apr 26, 2010","Apr 28, 2010",10,65,75,90,"BSE, NSE","8,500,000 Eq Shares of ₹10 (aggregating up to ₹63.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 18, 2010",Tuesday,2010,533203,TARAPUR,B,INE747K01017,0.03,5.08,2.74,1.74,Bigshare Services Pvt Ltd,NaN,NaN,75.00,54.30,97.45,57.40,81321869,NaN,NaN,NaN,NaN,NaN,75.00,54.10,97.50,56.90,63513025,NaN,NaN,NaN,NaN,NaN
227,Nitesh Estates Limited ,"Apr 23, 2010","Apr 27, 2010",10,54,56,100,"BSE, NSE","75,000,000 Eq Shares of ₹10 (aggregating up to ₹405.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 13, 2010",Thursday,2010,533202,NITESHEST,B,INE639K01016,2.54,0.22,0.16,1.16,KFintech Private Limited,NaN,NaN,54.00,48.40,58.00,51.40,22625458,NaN,NaN,NaN,NaN,NaN,50.00,48.05,55.00,50.95,15396279,NaN,NaN,NaN,NaN,NaN
228,SJVN Ltd (Satluj Jal Vidyut Nigam Ltd) ,"Apr 29, 2010","May 3, 2010",10,23,26,250,"BSE, NSE","415,000,000 Eq Shares of ₹10 (aggregating up to ₹1,062.74 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 20, 2010",Thursday,2010,533206,SJVN,B,INE002L01015,9.03,3.39,3.12,6.64,Link Intime India Private Ltd,NaN,NaN,27.10,24.00,27.10,25.10,135359993,NaN,NaN,NaN,NaN,NaN,28.00,24.15,28.00,25.05,71870453,NaN,NaN,NaN,NaN,NaN
229,Mandhana Industries Limited ,"Apr 27, 2010","Apr 29, 2010",10,120,130,50,"BSE, NSE","8,300,000 Eq Shares of ₹10 (aggregating up to ₹107.90 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 19, 2010",Wednesday,2010,533204,MANDHANA,B,INE087J01010,7.97,10.52,2.81,6.32,Link Intime India Private Ltd,NaN,NaN,131.00,130.00,139.50,133.55,16919452,NaN,NaN,NaN,NaN,NaN,132.70,130.00,139.15,133.65,10883290,NaN,NaN,NaN,NaN,NaN
230,Jaypee Infratech Ltd ,"Apr 29, 2010","May 4, 2010",10,102,117,50,"BSE, NSE","162,933,497 Eq Shares of ₹10 (aggregating up to ₹1,650.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, May 21, 2010",Friday,2010,533207,JPINFRATEC,B,INE099J01015,1.77,1.15,0.61,1.24,KFintech Private Limited,NaN,NaN,98.00,90.00,98.80,91.45,36263455,NaN,NaN,NaN,NaN,NaN,93.00,90.00,98.50,91.30,16051602,NaN,NaN,NaN,NaN,NaN
231,Standard Chartered PLC IDRS (Standard Chartered IDR) Detail,"May 25, 2010","May 28, 2010",,100,115,200,"BSE, NSE","240,000,000 Eq Shares of ₹ (aggregating up to ₹2,486.35 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, June 11, 2010",Friday,2010,580001,STAN,B,INE028L21018,4.15,1.90,0.25,2.20,KFintech Private Limited,NaN,NaN,106.00,100.20,106.40,103.45,21808870,NaN,NaN,NaN,NaN,NaN,105.00,100.60,108.00,103.05,19898199,NaN,NaN,NaN,NaN,NaN
232,Parabolic Drugs Limited ,"Jun 14, 2010","Jun 17, 2010",10,75,85,80,"BSE, NSE","26,666,667 Eq Shares of ₹10 (aggregating up to ₹200.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 1, 2010",Thursday,2010,533211,PARABDRUGS,B,INE618H01016,1.48,1.20,0.40,1.04,Link Intime India Private Ltd,NaN,NaN,75.00,63.10,75.95,64.85,10830205,NaN,NaN,NaN,NaN,NaN,76.00,63.00,79.00,64.80,7834104,NaN,NaN,NaN,NaN,NaN
233,Technofab Engineering Ltd ,"Jun 29, 2010","Jul 2, 2010",10,230,240,25,"BSE, NSE","2,990,000 Eq Shares of ₹10 (aggregating up to ₹71.66 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, July 16, 2010",Friday,2010,533216,TECHNOFAB,B,INE509K01011,4.28,48.85,10.03,12.78,Link Intime India Private Ltd,NaN,NaN,276.00,268.00,307.80,296.95,15267045,NaN,NaN,NaN,NaN,NaN,265.00,265.00,307.00,295.65,9496631,NaN,NaN,NaN,NaN,NaN
234,Aster Silicates Ltd ,"Jun 24, 2010","Jun 28, 2010",10,112,118,50,"BSE, NSE","4,500,000 Eq Shares of ₹10 (aggregating up to ₹53.10 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 28, 2010",Wednesday,2010,533219,SHRIASTER,B,INE900K01012,0.01,12.46,7.41,4.47,Sharepro Services Private Limited,NaN,NaN,128.05,123.40,241.90,205.55,59469318,NaN,NaN,NaN,NaN,NaN,127.70,123.50,225.00,199.10,36484939,NaN,NaN,NaN,NaN,NaN
235,Hindustan Media Ventures Ltd ,"Jul 5, 2010","Jul 7, 2010",10,162,175,40,"BSE, NSE","16,265,060 Eq Shares of ₹10 (aggregating up to ₹270.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 21, 2010",Wednesday,2010,533217,HMVL,B,INE871K01015,8.98,3.39,1.00,5.43,KFintech Private Limited,NaN,NaN,177.95,174.15,191.85,188.95,26590264,NaN,NaN,NaN,NaN,NaN,170.00,170.00,191.90,189.20,14943690,NaN,NaN,NaN,NaN,NaN
236,Midfield Industries Ltd ,"Jul 19, 2010","Jul 21, 2010",10,126,133,50,BSE,"4,500,000 Eq Shares of ₹10 (aggregating up to ₹59.85 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, August 4, 2010",Wednesday,2010,533220,NaN,B,INE091K01010,1.86,48.41,13.51,12.92,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159.40,150.00,174.90,163.05,23854228,NaN,NaN,NaN,NaN,NaN
237,Engineers India Ltd FPO (Engineers India FPO) Detail,"Jul 27, 2010","Jul 30, 2010",5,270,290,20,"BSE, NSE","33,693,660 Eq Shares of ₹5 (aggregating up to ₹959.65 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, August 12, 2010",Thursday,2010,532178,ENGINERSIN,B,INE510A01028,23.43,5.85,2.99,13.36,Link Intime India Private Ltd,NaN,NaN,315.40,315.40,330.00,320.95,8918145,NaN,NaN,NaN,NaN,NaN,315.00,315.00,329.80,321.15,3766509,NaN,NaN,NaN,NaN,NaN
238,SKS Microfinance Ltd ,"Jul 28, 2010","Aug 2, 2010",10,850,985,7,"BSE, NSE","16,791,579 Eq Shares of ₹10 (aggregating up to ₹1,628.78 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, August 16, 2010",Monday,2010,533228,SKSMICRO,B,INE180K01011,20.38,18.26,2.81,13.69,KFintech Private Limited,NaN,NaN,"1,040.00","1,040.00","1,162.00","1,088.65",13782374,NaN,NaN,NaN,NaN,NaN,"1,036.00","1,036.00","1,159.90","1,088.58",6829049,NaN,NaN,NaN,NaN,NaN
239,Bajaj Corp Limited ,"Aug 2, 2010","Aug 5, 2010",5,630,660,10,"BSE, NSE","4,500,000 Eq Shares of ₹5 (aggregating up to ₹297.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, August 18, 2010",Wednesday,2010,533229,BAJAJCORP,B,INE933K01021,20.19,53.49,6.62,19.29,KFintech Private Limited,NaN,NaN,760.00,747.65,816.95,758.75,5863899,NaN,NaN,NaN,NaN,NaN,730.00,730.00,812.00,758.25,3707538,NaN,NaN,NaN,NaN,NaN
240,Prakash Steelage Ltd ,"Aug 5, 2010","Aug 10, 2010",10,100,110,60,"BSE, NSE","6,250,000 Eq Shares of ₹10 (aggregating up to ₹68.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, August 25, 2010",Wednesday,2010,533239,PRAKASHSTL,B,INE696K01024,1.27,10.91,6.62,4.53,Bigshare Services Pvt Ltd,NaN,NaN,122.00,117.00,200.00,185.35,61634263,NaN,NaN,NaN,NaN,NaN,118.55,117.00,201.90,187.95,46862627,NaN,NaN,NaN,NaN,NaN
241,Gujarat Pipavav Port Ltd (GPPL) ,"Aug 23, 2010","Aug 26, 2010",10,42,48,130,"BSE, NSE","108,695,652 Eq Shares of ₹10 (aggregating up to ₹500.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, September 9, 2010",Thursday,2010,533248,GPPL,B,INE517F01014,13.20,85.70,9.15,19.94,KFintech Private Limited,NaN,NaN,56.10,52.00,58.00,54.05,109546200,NaN,NaN,NaN,NaN,NaN,56.25,51.90,58.40,54.05,57942635,NaN,NaN,NaN,NaN,NaN
242,Coal India Limited ,"Oct 18, 2010","Oct 21, 2010",10,225,245,25,"BSE, NSE","631,636,440 Eq Shares of ₹10 (aggregating up to ₹15,199.44 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, November 4, 2010",Thursday,2010,533278,COALINDIA,B,INE522F01014,24.70,25.40,2.31,15.28,Link Intime India Private Ltd,NaN,NaN,291.00,291.00,344.90,342.55,479716245,NaN,NaN,NaN,NaN,NaN,287.75,287.45,344.75,342.35,192839607,NaN,NaN,NaN,NaN,NaN
243,VA Tech Wabag Ltd ,"Sep 22, 2010","Sep 27, 2010",5,1230,1310,5,"BSE, NSE","954,198 Eq Shares of ₹5 (aggregating up to ₹125.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 13, 2010",Wednesday,2010,533269,WABAG,B,INE956G01038,36.13,100.98,8.55,36.22,KFintech Private Limited,NaN,NaN,"1,500.00","1,500.00","1,806.80","1,707.95",9268850,NaN,NaN,NaN,NaN,NaN,"1,655.00","1,651.10","1,806.60","1,709.40",5219423,NaN,NaN,NaN,NaN,NaN
244,Indosolar Ltd ,"Sep 13, 2010","Sep 15, 2010",10,29,32,200,"BSE, NSE","123,103,448 Eq Shares of ₹10 (aggregating up to ₹357.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, September 29, 2010",Wednesday,2010,533257,INDOSOLAR,B,INE866K01015,1.44,1.30,1.81,1.55,Link Intime India Private Ltd,NaN,NaN,29.50,22.60,29.50,23.70,136642413,NaN,NaN,NaN,NaN,NaN,29.75,22.80,29.90,23.70,82896559,NaN,NaN,NaN,NaN,NaN
245,Eros International Media Ltd ,"Sep 17, 2010","Sep 21, 2010",10,158,175,40,"BSE, NSE","20,000,000 Eq Shares of ₹10 (aggregating up to ₹350.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 6, 2010",Wednesday,2010,533261,EROSMEDIA,B,INE416L01017,25.79,73.40,11.95,26.51,Link Intime India Private Ltd,NaN,NaN,205.45,177.65,213.95,190.25,36086829,NaN,NaN,NaN,NaN,NaN,213.35,178.60,217.70,190.05,21900598,NaN,NaN,NaN,NaN,NaN
246,Tirupati Inks Ltd FPO (Tirupati Inks FPO) Detail,"Sep 14, 2010","Sep 17, 2010",10,41,43,150,BSE,"11,976,745 Eq Shares of ₹10 (aggregating up to ₹51.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 1, 2010",Friday,2010,533258,NaN,B,INE493K01018,1.78,23.18,12.59,8.77,Beetal Financial & Computer Services (P) Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.95,35.70,61.45,36.65,69476568,NaN,NaN,NaN,NaN,NaN
247,Career Point Infosystems Ltd ,"Sep 16, 2010","Sep 21, 2010",10,295,310,20,"BSE, NSE","3,712,822 Eq Shares of ₹10 (aggregating up to ₹115.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 6, 2010",Wednesday,2010,533260,CAREERP,B,INE521J01018,47.45,101.93,31.74,47.39,Link Intime India Private Ltd,NaN,NaN,461.10,436.10,664.00,628.15,22596469,NaN,NaN,NaN,NaN,NaN,461.00,450.00,674.00,632.35,14991252,NaN,NaN,NaN,NaN,NaN
248,Microsec Financial Services Ltd ,"Sep 17, 2010","Sep 21, 2010",10,113,118,52,"BSE, NSE","12,500,000 Eq Shares of ₹10 (aggregating up to ₹147.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 5, 2010",Tuesday,2010,533259,MICROSEC,B,INE019J01013,5.91,35.88,11.04,12.20,Link Intime India Private Ltd,NaN,NaN,130.00,108.55,142.00,111.35,26020771,NaN,NaN,NaN,NaN,NaN,135.10,108.30,141.00,110.90,16961298,NaN,NaN,NaN,NaN,NaN
249,Ramky Infrastructure Ltd ,"Sep 21, 2010","Sep 23, 2010",10,405,468,14,"BSE, NSE","11,777,778 Eq Shares of ₹10 (aggregating up to ₹530.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 8, 2010",Friday,2010,533262,RAMKY,B,INE874I01013,4.52,1.45,0.99,2.89,KFintech Private Limited,NaN,NaN,471.55,351.20,471.55,387.40,10247015,NaN,NaN,NaN,NaN,NaN,450.00,345.05,460.00,387.35,6118425,NaN,NaN,NaN,NaN,NaN
250,Orient Green Power Company Ltd ,"Sep 21, 2010","Sep 24, 2010",10,47,55,125,"BSE, NSE","191,489,362 Eq Shares of ₹10 (aggregating up to ₹900.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 8, 2010",Friday,2010,533263,GREENPOWER,B,INE999K01014,2.09,0.64,0.18,1.07,Link Intime India Private Ltd,NaN,NaN,45.70,38.10,46.65,44.70,39364686,NaN,NaN,NaN,NaN,NaN,45.70,38.30,46.60,44.90,25411202,NaN,NaN,NaN,NaN,NaN
251,Electrosteel Integrated Ltd ,"Sep 21, 2010","Sep 24, 2010",10,10,11,600,"BSE, NSE","225,516,188 Eq Shares of ₹10 (aggregating up to ₹248.07 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 8, 2010",Friday,2010,533264,ESL,B,INE481K01013,5.86,28.58,6.19,8.23,KFintech Private Limited,NaN,NaN,11.15,9.35,11.85,11.25,229883785,NaN,NaN,NaN,NaN,NaN,12.35,9.35,12.35,11.25,141904149,NaN,NaN,NaN,NaN,NaN
252,Gallantt Ispat Ltd ,"Sep 22, 2010","Sep 24, 2010",10,50,50,125,"BSE, NSE","8,100,000 Eq Shares of ₹10 (aggregating up to ₹40.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 11, 2010",Monday,2010,533265,GALLISPAT,B,INE528K01011,NaN,NaN,NaN,NaN,Niche Technologies Pvt. Ltd,NaN,NaN,52.00,49.00,87.00,81.05,75365403,NaN,NaN,NaN,NaN,NaN,48.90,48.80,87.40,81.60,51419283,NaN,NaN,NaN,NaN,NaN
253,Tecpro Systems Ltd ,"Sep 23, 2010","Sep 28, 2010",10,340,355,15,"BSE, NSE","7,550,000 Eq Shares of ₹10 (aggregating up to ₹267.91 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 12, 2010",Tuesday,2010,533266,TECPRO,B,INE904H01010,27.99,62.48,9.07,24.47,Link Intime India Private Ltd,NaN,NaN,380.00,380.00,453.80,405.70,27878164,NaN,NaN,NaN,NaN,NaN,399.40,398.00,454.25,407.85,16841428,NaN,NaN,NaN,NaN,NaN
254,Ashoka Buildcon Ltd ,"Sep 24, 2010","Sep 28, 2010",10,297,324,21,"BSE, NSE","6,944,445 Eq Shares of ₹10 (aggregating up to ₹225.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 14, 2010",Thursday,2010,533271,ASHOKA,B,INE442H01029,25.52,13.91,3.46,15.94,Link Intime India Private Ltd,NaN,NaN,342.00,308.10,362.70,330.75,14586970,NaN,NaN,NaN,NaN,NaN,333.55,312.65,362.30,333.35,8645931,NaN,NaN,NaN,NaN,NaN
255,Cantabil Retail India Ltd ,"Sep 22, 2010","Sep 27, 2010",10,127,135,50,"BSE, NSE","7,777,778 Eq Shares of ₹10 (aggregating up to ₹105.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 12, 2010",Tuesday,2010,533267,CANTABIL,B,INE068L01016,1.71,3.83,2.63,2.35,Beetal Financial & Computer Services (P) Limited,NaN,NaN,114.70,101.10,125.90,105.00,26928537,NaN,NaN,NaN,NaN,NaN,133.80,102.10,133.80,104.75,14609076,NaN,NaN,NaN,NaN,NaN
256,Sea TV Network Ltd ,"Sep 27, 2010","Sep 29, 2010",10,90,100,65,BSE,"5,020,000 Eq Shares of ₹10 (aggregating up to ₹50.20 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 14, 2010",Thursday,2010,533268,NaN,B,INE351L01016,1.66,40.94,7.45,9.58,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.00,105.05,126.15,106.00,20734747,NaN,NaN,NaN,NaN,NaN
257,Bedmutha Industries Ltd ,"Sep 28, 2010","Oct 1, 2010",10,95,102,65,"BSE, NSE","9,000,000 Eq Shares of ₹10 (aggregating up to ₹91.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 14, 2010",Thursday,2010,533270,BEDMUTHA,B,INE844K01012,0.67,29.19,8.51,7.69,Mondkar Computers Private Limited,NaN,NaN,113.50,98.00,204.00,179.15,99370820,NaN,NaN,NaN,NaN,NaN,114.40,98.00,205.00,180.80,69762933,NaN,NaN,NaN,NaN,NaN
258,Commercial Engineers & Body Builders Co Ltd ,"Sep 30, 2010","Oct 5, 2010",10,125,127,55,"BSE, NSE","12,047,244 Eq Shares of ₹10 (aggregating up to ₹153.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 18, 2010",Monday,2010,533272,CEBBCO,B,INE209L01016,3.68,0.34,0.38,2.07,KFintech Private Limited,NaN,NaN,119.00,106.35,142.55,112.90,16224090,NaN,NaN,NaN,NaN,NaN,122.80,106.30,144.80,112.25,11458900,NaN,NaN,NaN,NaN,NaN
259,Oberoi Realty Ltd ,"Oct 6, 2010","Oct 8, 2010",10,253,260,20,"BSE, NSE","39,562,000 Eq Shares of ₹10 (aggregating up to ₹1,028.61 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 20, 2010",Wednesday,2010,533273,OBEROIRLTY,B,INE093I01010,22.15,3.61,0.94,12.13,Link Intime India Private Ltd,NaN,NaN,271.10,271.10,299.00,282.90,41372574,NaN,NaN,NaN,NaN,NaN,280.00,269.80,299.00,282.95,24222992,NaN,NaN,NaN,NaN,NaN
260,BS Transcomm Ltd ,"Oct 6, 2010","Oct 13, 2010",10,248,257,25,"BSE, NSE","7,679,410 Eq Shares of ₹10 (aggregating up to ₹190.45 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 27, 2010",Wednesday,2010,533276,BSLIMITED,B,INE043K01029,0.52,3.16,1.04,1.10,KFintech Private Limited,NaN,NaN,257.00,239.00,398.40,381.25,30016180,NaN,NaN,NaN,NaN,NaN,251.00,247.80,399.00,378.50,22935966,NaN,NaN,NaN,NaN,NaN
261,Prestige Estates Projects Ltd ,"Oct 12, 2010","Oct 14, 2010",10,172,183,30,"BSE, NSE","65,573,770 Eq Shares of ₹10 (aggregating up to ₹1,200.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 27, 2010",Wednesday,2010,533274,PRESTIGE,B,INE811K01011,4.32,0.24,0.08,2.26,Link Intime India Private Ltd,NaN,NaN,190.00,188.35,208.80,193.15,24480607,NaN,NaN,NaN,NaN,NaN,190.00,190.00,209.00,192.55,15573821,NaN,NaN,NaN,NaN,NaN
262,Gyscoal Alloys Ltd ,"Oct 13, 2010","Oct 15, 2010",10,65,71,90,"BSE, NSE","7,700,000 Eq Shares of ₹10 (aggregating up to ₹54.67 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 27, 2010",Wednesday,2010,533275,GAL,B,INE482J01013,1.54,33.44,8.00,8.59,Link Intime India Private Ltd,NaN,NaN,75.15,75.15,112.50,81.65,51758463,NaN,NaN,NaN,NaN,NaN,76.60,76.60,112.70,81.55,38807986,NaN,NaN,NaN,NaN,NaN
263,Power Grid Corporation of India Ltd FPO (Power Grid FPO) Detail,"Nov 9, 2010","Nov 12, 2010",10,85,90,65,"BSE, NSE","841,768,246 Eq Shares of ₹10 (aggregating up to ₹7,442.34 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, November 25, 2010",Thursday,2010,532898,POWERGRID,A,INE752E01010,18.52,28.86,3.85,14.88,KFintech Private Limited,NaN,NaN,95.00,93.30,97.25,96.55,167134095,NaN,NaN,NaN,NaN,NaN,95.00,94.00,97.20,96.60,69331463,NaN,NaN,NaN,NaN,NaN
264,Gravita India Ltd ,"Nov 1, 2010","Nov 3, 2010",10,120,125,50,"BSE, NSE","3,600,000 Eq Shares of ₹10 (aggregating up to ₹45.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, November 16, 2010",Tuesday,2010,533282,GRAVITA,B,INE024L01027,6.04,182.52,37.34,42.88,KFintech Private Limited,NaN,NaN,201.10,201.10,253.20,209.70,39539057,NaN,NaN,NaN,NaN,NaN,218.75,205.00,255.00,210.40,25358133,NaN,NaN,NaN,NaN,NaN
265,RPP Infra Projects Ltd ,"Nov 18, 2010","Nov 22, 2010",10,68,75,80,"BSE, NSE","6,500,000 Eq Shares of ₹10 (aggregating up to ₹48.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, December 6, 2010",Monday,2010,533284,RPPINFRA,B,INE324L01013,0.16,7.27,5.60,2.97,Cameo Corporate Services Limited,NaN,NaN,75.00,67.20,80.50,68.90,29407319,NaN,NaN,NaN,NaN,NaN,75.00,67.35,80.40,68.95,20876910,NaN,NaN,NaN,NaN,NaN
